year,name,model,transmission,km,ownership,fuel,registeration,emi,payment,price
2017,Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"38,524",1st ,Petrol,HR,"14,017",Zero Down Payment,"7,16,999"
2017,Renault Duster,RXS 85 PS,Manual,"96,138",1st ,Diesel,HR,"11,894",Zero Down Payment,"6,08,399"
2018,Honda WR-V,1.2 i-VTEC VX MT,Manual,"38,264",2nd ,Petrol,HR,"14,108",Zero Down Payment,"7,21,649"
2018,Hyundai Creta,1.6 SX CRDI,Manual,"41,223",1st ,Diesel,DL,"17,881",Zero Down Payment,"9,52,199"
2021,Toyota YARIS,J MT,Manual,"8,461",1st ,Petrol,DL,"20,358",Zero Down Payment,"10,84,099"
2021,Hyundai GRAND I10 NIOS,SPORTZ CNG MT,Manual,"29,011",1st ,Petrol + CNG,HR,"15,288",Zero Down Payment,"7,81,999"
2018,Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"38,406",1st ,Diesel,HR,"23,853",Zero Down Payment,"12,70,199"
2019,Maruti Vitara Brezza,ZDI,Manual,"56,490",1st ,Diesel,UP,"15,771",Zero Down Payment,"8,39,849"
2017,Renault Duster,RXZ AMT 110 PS,Automatic,"89,537",2nd ,Diesel,UP,"13,408",Zero Down Payment,"6,85,799"
2017,Honda WR-V,1.2 i-VTEC VX MT,Manual,"25,767",1st ,Petrol,DL,"14,637",Zero Down Payment,"7,48,699"
2019,Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"50,353",1st ,Petrol,HR,"24,443",Zero Down Payment,"13,01,599"
2021,Maruti Alto,LXI,Manual,"12,426",1st ,Petrol,HR,"7,284",Zero Down Payment,"3,72,599"
2020,Mahindra Scorpio,S11,Manual,"56,696",1st ,Diesel,UP,"28,381",Zero Down Payment,"15,11,299"
2017,Honda WR-V,1.2 i-VTEC S MT,Manual,"59,583",1st ,Petrol,DL,"12,563",Zero Down Payment,"6,42,599"
2019,Honda WR-V,1.2 i-VTEC VX MT,Manual,"38,216",2nd ,Petrol,UP,"15,431",Zero Down Payment,"7,89,299"
2015,Renault Duster,85 PS RXE DIESEL ADVENTURE,Manual,"65,738",1st ,Diesel,DL,"8,927",Zero Down Payment,"4,56,599"
2016,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"72,477",1st ,Petrol,HR,"8,489",Zero Down Payment,"4,34,199"
2021,Maruti S PRESSO,VXI (O) CNG,Manual,"41,088",1st ,Petrol + CNG,HR,"9,765",Zero Down Payment,"4,99,499"
2019,Hyundai Creta,1.6 SX VTVT,Manual,"15,440",1st ,Petrol,UP,"20,724",Zero Down Payment,"11,03,599"
2020,Toyota YARIS,G CVT,Automatic,"45,156",1st ,Petrol,HR,"17,019",Zero Down Payment,"9,06,299"
2018,Mahindra KUV 100 NXT,K2 D 6S,Manual,"65,179",1st ,Diesel,DL,"8,831",Zero Down Payment,"4,51,699"
2020,Tata ALTROZ,XZ 1.2,Manual,"26,416",1st ,Petrol,DL,"15,318",Zero Down Payment,"7,83,499"
2017,Ford Ecosport,1.5 TDCI TITANIUM PLUS,Manual,"26,892",1st ,Diesel,DL,"13,832",Zero Down Payment,"7,07,499"
2019,Hyundai GRAND I10 NIOS,SPORTZ PETROL,Manual,"40,611",1st ,Petrol,HR,"11,976",Zero Down Payment,"6,12,599"
2021,Maruti Alto,VXI PLUS,Manual,"8,617",1st ,Petrol,DL,"8,143",Zero Down Payment,"4,16,499"
2020,Tata ALTROZ,XZ 1.2,Manual,"23,053",1st ,Petrol,HR,"14,551",Zero Down Payment,"7,44,299"
2021,Datsun Redi Go,T (O),Manual,"7,328",1st ,Petrol,HR,"8,217",Zero Down Payment,"4,20,299"
2018,Maruti Vitara Brezza,ZDI,Manual,"40,479",2nd ,Diesel,DL,"15,243",Zero Down Payment,"7,79,699"
2021,KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,"19,013",1st ,Diesel,UP,"23,538",Zero Down Payment,"12,53,399"
2019,KIA SELTOS,GTX 1.4 GDI AT PETROL,Automatic,"13,085",1st ,Petrol,UP,"29,196",Zero Down Payment,"15,54,699"
2019,Ford Ecosport,1.5TITANIUM TDCI,Manual,"43,680",1st ,Diesel,DL,"14,905",Zero Down Payment,"7,62,399"
2018,Ford Ecosport,1.5 AMBIENTE TDCI,Manual,"54,698",1st ,Diesel,UP,"12,479",Zero Down Payment,"6,38,299"
2015,Audi A6,2.0 TDI TECHNOLOGY,Automatic,"77,595",2nd ,Diesel,UP,"34,240",Zero Down Payment,"18,23,299"
2017,Maruti Baleno,ALPHA DDIS 190,Manual,"83,190",1st ,Diesel,DL,"10,751",Zero Down Payment,"5,49,899"
2018,Ford Ecosport,1.5TITANIUM TDCI,Manual,"65,390",1st ,Diesel,HR,"14,536",Zero Down Payment,"7,43,499"
2018,Volkswagen TIGUAN,HIGHLINE A/T,Automatic,"75,073",1st ,Diesel,DL,"36,463",Zero Down Payment,"19,41,699"
2020,Maruti Alto,VXI PLUS,Manual,"8,153",1st ,Petrol,HR,"7,898",Zero Down Payment,"4,03,999"
2016,Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"90,492",1st ,Diesel,HR,"12,055",Zero Down Payment,"6,16,599"
2018,Hyundai Creta,1.6 SX AT CRDI,Automatic,"57,801",2nd ,Diesel,UP,"22,952",Zero Down Payment,"12,22,199"
2019,MG HECTOR,SUPER DIESEL,Manual,"52,559",2nd ,Diesel,HR,"24,576",Zero Down Payment,"13,08,699"
2017,Maruti IGNIS,ZETA 1.2 K12,Manual,"57,597",1st ,Petrol,DL,"10,391",Zero Down Payment,"5,31,499"
2019,Jeep Compass,1.4  LONGITUDE (O) AT,Automatic,"23,525",1st ,Petrol,DL,"36,108",Zero Down Payment,"19,22,799"
2019,Maruti Alto,LXI,Manual,"26,429",1st ,Petrol,DL,"5,945",Zero Down Payment,"3,04,099"
2017,Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"28,410",1st ,Petrol,UP,"10,016",Zero Down Payment,"5,12,299"
2015,Hyundai Creta,1.6 S,Manual,"49,818",1st ,Petrol,DL,"15,273",Zero Down Payment,"7,81,199"
2017,Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"95,636",1st ,Petrol,HR,"8,983",Zero Down Payment,"4,59,499"
2020,Maruti S Cross,ALPHA AT SMART HYBRID,Automatic,"22,781",1st ,Petrol,HR,"23,628",Zero Down Payment,"12,58,199"
2017,Maruti S Cross,ZETA 1.3,Manual,"37,773",1st ,Diesel,DL,"13,607",Zero Down Payment,"6,95,999"
2013,Mercedes Benz E Class,E 220 CDI ELEGANCE,Automatic,"53,524",1st ,Diesel,HR,"20,054",Zero Down Payment,"10,67,899"
2019,Maruti Vitara Brezza,ZDI PLUS,Manual,"51,429",1st ,Diesel,HR,"15,742",Zero Down Payment,"8,38,299"
2019,Tata Harrier,XZ 2.0L Kryotec,Manual,"43,028",1st ,Diesel,UP,"23,654",Zero Down Payment,"12,59,599"
2017,Tata Hexa,Varicor 400 XT 4X4,Manual,"95,384",1st ,Diesel,UP,"19,725",Zero Down Payment,"10,50,399"
2021,Maruti XL6,ZETA SHVS,Manual,"36,951",1st ,Petrol,UP,"18,578",Zero Down Payment,"9,89,299"
2017,Maruti Vitara Brezza,ZDI PLUS,Manual,"75,758",2nd ,Diesel,DL,"12,612",Zero Down Payment,"6,45,099"
2014,Maruti Alto K10,VXI,Manual,"35,518",1st ,Petrol,HR,"6,264",Zero Down Payment,"3,20,399"
2018,Ford Ecosport,1.5 TDCI TITANIUM PLUS,Manual,"71,854",1st ,Diesel,DL,"14,807",Zero Down Payment,"7,57,399"
2018,Maruti Alto K10,VXI,Manual,"42,319",1st ,Petrol,HR,"6,815",Zero Down Payment,"3,48,599"
2018,Honda City,VX CVT PETROL,Automatic,"75,813",1st ,Petrol,UP,"18,927",Zero Down Payment,"10,07,899"
2021,Mahindra Thar,LX  4WD AT CONVERTIBLE,Automatic,"18,128",1st ,Petrol,HR,"30,642",Zero Down Payment,"16,31,699"
2018,Ford Ecosport,1.5 AMBIENTE TDCI,Manual,"54,457",1st ,Diesel,HR,"12,972",Zero Down Payment,"6,63,499"
2020,Tata ALTROZ,XZ 1.2,Manual,"32,106",1st ,Petrol,HR,"14,418",Zero Down Payment,"7,37,499"
2016,Audi Q3,35TDI PREMIUM,Automatic,"87,180",1st ,Diesel,UP,"32,491",Zero Down Payment,"17,30,199"
2021,Maruti Alto,LXI CNG,Manual,"21,829",1st ,Petrol + CNG,HR,"9,523",Zero Down Payment,"4,87,099"
2018,Ford Ecosport,1.5TITANIUM TDCI,Manual,"74,204",1st ,Diesel,HR,"14,002",Zero Down Payment,"7,16,199"
2017,Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"62,321",1st ,Diesel,UP,"19,623",Zero Down Payment,"10,44,949"
2018,Maruti Vitara Brezza,VDI AMT,Automatic,"79,514",1st ,Diesel,HR,"14,102",Zero Down Payment,"7,21,299"
2015,Ford Ecosport,1.5TITANIUM TDCI,Manual,"1,00,297",2nd ,Diesel,DL,"8,764",Zero Down Payment,"4,48,299"
2016,Maruti Vitara Brezza,VDI,Manual,"66,151",2nd ,Diesel,HR,"10,432",Zero Down Payment,"5,33,599"
2018,Tata NEXON,XT1.5,Manual,"75,679",1st ,Diesel,HR,"13,578",Zero Down Payment,"6,94,499"
2021,Maruti Alto,LXI CNG,Manual,"26,773",1st ,Petrol + CNG,HR,"9,036",Zero Down Payment,"4,62,199"
2017,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"32,864",1st ,Petrol,DL,"9,894",Zero Down Payment,"5,06,099"
2017,Maruti Vitara Brezza,ZDI PLUS,Manual,"90,969",1st ,Diesel,DL,"13,134",Zero Down Payment,"6,71,799"
2019,Maruti Baleno,DELTA 1.2 K12,Manual,"26,171",1st ,Petrol,HR,"12,956",Zero Down Payment,"6,62,699"
2018,Maruti Alto K10,VXI,Manual,"68,078",1st ,Petrol,HR,"6,751",Zero Down Payment,"3,45,299"
2020,Maruti Alto,VXI,Manual,"18,261",1st ,Petrol,HR,"7,280",Zero Down Payment,"3,72,399"
2016,Maruti Vitara Brezza,ZDI,Manual,"1,01,529",1st ,Diesel,HR,"10,956",Zero Down Payment,"5,60,399"
2020,Honda WR-V,1.5 i-DTEC VX MT,Manual,"59,848",1st ,Diesel,HR,"19,534",Zero Down Payment,"10,40,199"
2020,Maruti Alto,VXI,Manual,"42,796",1st ,Petrol,HR,"7,496",Zero Down Payment,"3,83,399"
2017,Maruti Alto K10,VXI,Manual,"56,783",1st ,Petrol,HR,"6,909",Zero Down Payment,"3,53,399"
2019,Ford Ecosport,1.5TITANIUM TDCI,Manual,"26,844",1st ,Diesel,HR,"15,271",Zero Down Payment,"8,13,199"
2021,Maruti Swift,LXI,Manual,"5,234",1st ,Petrol,DL,"11,603",Zero Down Payment,"5,93,499"
2020,Maruti Swift,VXI,Manual,"3,152",1st ,Petrol,DL,"12,856",Zero Down Payment,"6,57,599"
2020,Maruti Swift,LXI,Manual,"12,183",1st ,Petrol,DL,"11,509",Zero Down Payment,"5,88,699"
2021,Maruti Swift,LXI,Manual,"4,741",1st ,Petrol,UP,"11,906",Zero Down Payment,"6,08,999"
2019,Maruti Swift,VXI,Manual,"24,028",1st ,Petrol,HR,"11,546",Zero Down Payment,"5,90,599"
2019,Maruti Swift,LXI,Manual,"13,950",1st ,Petrol,DL,"10,772",Zero Down Payment,"5,50,999"
2011,Hyundai i10,MAGNA 1.2 KAPPA2,Manual,"37,493",2nd ,Petrol,HR,"4,479",Zero Down Payment,"2,29,099"
2020,Maruti Swift,LXI,Manual,"38,382",1st ,Petrol,DL,"10,246",Zero Down Payment,"5,24,099"
2009,Maruti Swift Dzire,VXI 1.3,Manual,"26,495",2nd ,Petrol,DL,"4,227",Zero Down Payment,"2,16,199"
2018,Datsun Redi Go,D,Manual,"15,968",1st ,Petrol,HR,"4,585",Zero Down Payment,"2,34,499"
2019,Renault Kwid,RXL,Manual,"1,122",1st ,Petrol,HR,"7,621",Zero Down Payment,"3,89,799"
2021,Maruti Baleno,SIGMA 1.2 K12,Manual,"20,843",1st ,Petrol,UP,"11,683",Zero Down Payment,"5,97,599"
2012,Maruti Alto K10,LXI,Manual,"86,746",2nd ,Petrol,DL,"3,666",Zero Down Payment,"1,87,499"
2011,Hyundai i10,SPORTZ 1.2 KAPPA2,Manual,"56,559",2nd ,Petrol,UP,"4,366",Zero Down Payment,"2,23,299"
2011,Maruti Ritz,LXI,Manual,"61,176",1st ,Petrol,DL,"4,002",Zero Down Payment,"2,04,699"
2010,Hyundai i10,MAGNA 1.2,Manual,"49,882",1st ,Petrol,DL,"3,859",Zero Down Payment,"1,97,399"
2018,Renault Kwid,RXL,Manual,"65,675",2nd ,Petrol,HR,"5,797",Zero Down Payment,"2,96,499"
2018,Renault Kwid,RXL,Manual,"59,920",1st ,Petrol,DL,"5,693",Zero Down Payment,"2,91,199"
2019,Maruti Alto 800,LXI,Manual,"11,091",1st ,Petrol,DL,"5,793",Zero Down Payment,"2,96,299"
2021,Mahindra XUV500,W9 AT,Automatic,"21,875",1st ,Diesel,UP,"30,615",Zero Down Payment,"16,30,299"
2010,Maruti Zen Estilo,LXI,Manual,"40,384",1st ,Petrol,DL,"3,316",Zero Down Payment,"1,69,599"
2015,Hyundai Eon,ERA PLUS,Manual,"32,322",1st ,Petrol,HR,"5,335",Zero Down Payment,"2,72,899"
2016,Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,"38,655",1st ,Petrol,DL,"10,047",Zero Down Payment,"5,13,899"
2018,Maruti Celerio,VXI AMT,Automatic,"11,190",1st ,Petrol,DL,"8,737",Zero Down Payment,"4,46,899"
2019,Maruti Ertiga,ZXI Plus SHVS,Manual,"55,939",1st ,Petrol,DL,"17,740",Zero Down Payment,"9,44,699"
2017,Maruti Celerio,VXI,Manual,"26,031",1st ,Petrol,HR,"7,734",Zero Down Payment,"3,95,599"
2010,Maruti Alto,LXI,Manual,"70,516",2nd ,Petrol,DL,"2,641",Zero Down Payment,"1,35,099"
2020,Maruti Dzire,LXI,Manual,"35,268",1st ,Petrol,DL,"12,051",Zero Down Payment,"6,16,399"
2018,Mahindra XUV500,W9 AT,Automatic,"60,491",1st ,Diesel,UP,"20,206",Zero Down Payment,"10,75,999"
2018,Renault Kwid,RXL,Manual,"35,949",1st ,Petrol,UP,"6,266",Zero Down Payment,"3,20,499"
2020,Maruti New  Wagon-R,1.0 Lxi (o) cng,Manual,"32,337",1st ,Petrol + CNG,UP,"11,094",Zero Down Payment,"5,67,449"
2019,Maruti Dzire,LXI,Manual,"12,249",1st ,Petrol,DL,"11,746",Zero Down Payment,"6,00,799"
2015,Maruti Alto 800,LXI,Manual,"54,533",1st ,Petrol,DL,"4,803",Zero Down Payment,"2,45,699"
2017,Maruti Alto 800,LXI,Manual,"11,777",2nd ,Petrol,UP,"5,537",Zero Down Payment,"2,83,199"
2019,Maruti Eeco,7 STR,Manual,"21,967",1st ,Petrol,DL,"8,631",Zero Down Payment,"4,41,499"
2015,Hyundai Eon,D LITE PLUS,Manual,"27,157",1st ,Petrol,DL,"4,962",Zero Down Payment,"2,53,799"
2019,Renault Kwid,RXL,Manual,"70,457",1st ,Petrol,DL,"6,064",Zero Down Payment,"3,10,199"
2019,Renault Kwid,RXL,Manual,"25,840",1st ,Petrol,UP,"6,846",Zero Down Payment,"3,50,199"
2018,Renault Kwid,RXT,Manual,"14,977",1st ,Petrol,DL,"7,212",Zero Down Payment,"3,68,899"
2019,Maruti Swift,LXI,Manual,"75,889",1st ,Petrol + CNG,HR,"9,757",Zero Down Payment,"4,99,099"
2020,Mahindra XUV500,W9,Manual,"29,314",1st ,Diesel,HR,"25,391",Zero Down Payment,"13,52,099"
2018,Honda Amaze,1.2 SMT I VTEC,Manual,"29,441",1st ,Petrol,HR,"11,480",Zero Down Payment,"5,87,199"
2018,Maruti Celerio,VXI CNG,Manual,"44,573",1st ,Petrol + CNG,DL,"8,979",Zero Down Payment,"4,59,299"
2018,Maruti Swift,ZXI+,Manual,"28,552",1st ,Petrol,DL,"13,194",Zero Down Payment,"6,74,899"
2022,Maruti Vitara Brezza,VXI,Manual,"8,140",1st ,Petrol,UP,"19,583",Zero Down Payment,"10,42,799"
2020,Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"29,869",1st ,Petrol + CNG,DL,"11,116",Zero Down Payment,"5,68,599"
2022,Hyundai NEW SANTRO,SPORTZ EXECUTIVE CNG,Manual,"2,315",1st ,Petrol + CNG,DL,"13,061",Zero Down Payment,"6,68,099"
2016,Maruti Swift Dzire,LXI 1.2 BS IV,Manual,"13,157",2nd ,Petrol,DL,"8,223",Zero Down Payment,"4,20,599"
2019,Maruti Swift,VXI AMT,Automatic,"36,602",1st ,Petrol,UP,"12,864",Zero Down Payment,"6,57,999"
2019,Maruti Dzire,VXI,Manual,"17,257",1st ,Petrol,UP,"13,443",Zero Down Payment,"6,87,599"
2016,Maruti Alto 800,LXI,Manual,"22,179",1st ,Petrol,DL,"5,634",Zero Down Payment,"2,88,199"
2011,Maruti Alto K10,VXI,Manual,"86,391",1st ,Petrol,HR,"3,632",Zero Down Payment,"1,85,799"
2018,Maruti Eeco,5 STR CNG WITH AC PLUSHTR,Manual,"53,803",2nd ,Petrol + CNG,HR,"8,084",Zero Down Payment,"4,13,499"
2019,Maruti Dzire,VXI,Manual,"70,982",1st ,Petrol,UP,"11,904",Zero Down Payment,"6,08,899"
2018,Maruti Swift,ZXI+,Manual,"49,987",1st ,Petrol + CNG,UP,"13,701",Zero Down Payment,"7,00,799"
2019,Maruti New  Wagon-R,1.0 Lxi (o) cng,Manual,"84,696",2nd ,Petrol + CNG,HR,"9,818",Zero Down Payment,"5,02,199"
2019,Honda Amaze,1.2 V MT I-VTEC,Manual,"14,394",2nd ,Petrol,HR,"13,028",Zero Down Payment,"6,66,399"
2020,MG HECTOR,SHARP DCT PETROL,Automatic,"33,033",1st ,Petrol,DL,"29,515",Zero Down Payment,"15,71,699"
2013,Maruti Alto 800,LXI CNG,Manual,"64,238",1st ,Petrol + CNG,DL,"4,319",Zero Down Payment,"2,20,899"
2016,Maruti Swift,LXI OPT,Manual,"23,487",1st ,Petrol,DL,"7,980",Zero Down Payment,"4,08,199"
2012,Maruti Wagon R 1.0,LXI,Manual,"48,121",1st ,Petrol + CNG,DL,"5,435",Zero Down Payment,"2,77,999"
2010,Honda City,V MT PETROL,Manual,"50,350",1st ,Petrol,UP,"6,495",Zero Down Payment,"3,32,199"
2014,Hyundai Xcent,S 1.2 OPT,Manual,"64,118",1st ,Petrol,DL,"7,279",Zero Down Payment,"3,72,299"
2017,Tata TIGOR,XZ 1.2 REVOTRON OPT,Manual,"96,537",2nd ,Petrol + CNG,DL,"9,316",Zero Down Payment,"4,76,499"
2013,Maruti Swift Dzire,VXI,Manual,"26,065",1st ,Petrol,UP,"7,507",Zero Down Payment,"3,83,999"
2015,Maruti Wagon R 1.0,VXI,Manual,"32,572",1st ,Petrol,DL,"6,983",Zero Down Payment,"3,57,199"
2019,Mahindra XUV500,W7 FWD,Manual,"83,705",2nd ,Diesel,UP,"17,878",Zero Down Payment,"9,51,999"
2010,Maruti Wagon R 1.0,LXI,Manual,"67,081",2nd ,Petrol,DL,"3,640",Zero Down Payment,"1,86,199"
2010,Maruti Alto,LXI,Manual,"55,566",1st ,Petrol,UP,"3,544",Zero Down Payment,"1,81,299"
2017,Hyundai Verna,1.6 SX VTVT AT,Automatic,"61,747",2nd ,Petrol,DL,"13,363",Zero Down Payment,"6,83,499"
2020,Toyota Innova Crysta,2.4 ZX AT,Automatic,"31,893",1st ,Diesel,HR,"42,790",Zero Down Payment,"22,78,599"
2015,Maruti Swift Dzire,LXI OPT,Manual,"57,965",1st ,Petrol,DL,"8,833",Zero Down Payment,"4,51,799"
2021,Hyundai Creta,S CRDI,Manual,"34,475",1st ,Diesel,DL,"23,953",Zero Down Payment,"12,75,499"
2018,Toyota Fortuner,2.8 4x2 AT,Automatic,"85,472",1st ,Diesel,DL,"53,667",Zero Down Payment,"28,57,799"
2017,Maruti Baleno,ZETA 1.2 K12 AMT,Automatic,"64,182",2nd ,Petrol,HR,"10,778",Zero Down Payment,"5,51,299"
2017,Mahindra Scorpio,S10 Intelli Hybrid 2WD,Manual,"42,995",2nd ,Diesel,UP,"19,964",Zero Down Payment,"10,63,099"
2014,Maruti Wagon R 1.0,LXI CNG,Manual,"94,239",1st ,Petrol + CNG,DL,"6,242",Zero Down Payment,"3,19,299"
2017,Volkswagen Ameo,HIGHLINE PLUS DSG 1.5,Automatic,"41,739",1st ,Diesel,DL,"11,673",Zero Down Payment,"5,97,099"
2016,Maruti Alto K10,LXI CNG,Manual,"91,467",1st ,Petrol + CNG,HR,"6,518",Zero Down Payment,"3,33,399"
2018,Mahindra Scorpio,S3 2WD,Manual,"57,534",1st ,Diesel,DL,"17,707",Zero Down Payment,"9,42,899"
2016,Maruti Alto 800,LXI CNG,Manual,"32,272",1st ,Petrol + CNG,DL,"6,412",Zero Down Payment,"3,27,999"
2017,Jeep Compass,LIMITED 2.0 4*4,Manual,"37,697",1st ,Diesel,DL,"25,245",Zero Down Payment,"13,44,299"
2014,Maruti Wagon R 1.0,LXI CNG,Manual,"47,759",1st ,Petrol + CNG,DL,"6,629",Zero Down Payment,"3,39,099"
2012,Maruti Alto 800,LXI,Manual,"86,123",1st ,Petrol,HR,"4,063",Zero Down Payment,"2,07,799"
2017,Mahindra Scorpio,S10,Manual,"52,999",1st ,Diesel,HR,"17,849",Zero Down Payment,"9,50,499"
2021,KIA SELTOS,HTE 1.5 MT DIESEL,Manual,"29,792",1st ,Diesel,UP,"19,479",Zero Down Payment,"10,37,299"
2019,Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"32,629",1st ,Petrol,HR,"23,269",Zero Down Payment,"12,39,099"
2020,Mahindra Scorpio,S9,Manual,"52,492",1st ,Diesel,UP,"25,019",Zero Down Payment,"13,32,299"
2013,Ford Ecosport,1.5 TREND TDCI,Manual,"33,840",2nd ,Diesel,DL,"7,353",Zero Down Payment,"3,76,099"
2014,Toyota Corolla Altis,VL AT,Automatic,"89,401",1st ,Petrol,HR,"16,482",Zero Down Payment,"8,77,699"
2016,Mahindra Scorpio,S10,Manual,"43,912",1st ,Diesel,DL,"18,602",Zero Down Payment,"9,90,599"
2017,Maruti Vitara Brezza,VDI OPT,Manual,"51,422",2nd ,Diesel,HR,"12,401",Zero Down Payment,"6,34,299"
2021,Maruti Vitara Brezza,ZXI +,Manual,"15,363",1st ,Petrol,UP,"17,958",Zero Down Payment,"9,56,299"
2020,Hyundai VENUE,1.0L Turbo GDI SX MT,Manual,"30,227",2nd ,Petrol,HR,"15,861",Zero Down Payment,"8,44,599"
2017,Maruti Swift,ZDI,Manual,"51,607",2nd ,Diesel,HR,"9,980",Zero Down Payment,"5,10,499"
2019,Hyundai Verna,1.6 SX (O) CRDI MT,Manual,"59,078",1st ,Diesel,UP,"19,218",Zero Down Payment,"10,23,399"
2019,Maruti Alto,LXI,Manual,"18,474",1st ,Petrol,HR,"6,698",Zero Down Payment,"3,42,599"
2019,Ford Ecosport,1.5TITANIUM TDCI,Manual,"51,884",2nd ,Diesel,DL,"14,530",Zero Down Payment,"7,43,199"
2020,Tata Harrier,XZ 2.0L Kryotec,Manual,"33,760",1st ,Diesel,UP,"24,022",Zero Down Payment,"12,79,199"
2014,Maruti Swift,VDI,Manual,"87,888",1st ,Diesel,HR,"7,263",Zero Down Payment,"3,71,499"
2017,Maruti Swift,LDI,Manual,"85,626",1st ,Diesel,DL,"8,322",Zero Down Payment,"4,25,699"
2020,Mahindra Scorpio,S11,Manual,"52,034",1st ,Diesel,UP,"29,049",Zero Down Payment,"15,46,899"
2018,Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"57,880",2nd ,Diesel,UP,"18,986",Zero Down Payment,"10,10,999"
2021,Toyota Glanza,G CVT,Automatic,"8,466",1st ,Petrol,HR,"16,467",Zero Down Payment,"8,76,899"
2014,Audi A3,35TDI PREMIUM,Automatic,"91,887",2nd ,Diesel,HR,"18,137",Zero Down Payment,"9,65,799"
2020,Hyundai Verna,S+ DIESEL MT,Manual,"24,480",1st ,Diesel,UP,"19,474",Zero Down Payment,"10,36,999"
2015,Ford Ecosport,1.5TITANIUM TDCI,Manual,"78,133",1st ,Diesel,DL,"8,622",Zero Down Payment,"4,40,999"
2018,Ford Ecosport,1.5TITANIUM TDCI,Manual,"56,027",1st ,Diesel,DL,"13,935",Zero Down Payment,"7,12,799"
2015,Audi Q3,30 TDI MT S EDITION,Manual,"72,526",1st ,Diesel,DL,"21,678",Zero Down Payment,"11,54,399"
2014,Maruti Celerio,VXI AMT,Automatic,"53,437",1st ,Petrol,DL,"6,596",Zero Down Payment,"3,37,399"
2021,Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"31,023",1st ,Petrol + CNG,HR,"11,875",Zero Down Payment,"6,07,399"
2013,Hyundai i10,ERA 1.1 IRDE,Manual,"68,383",1st ,Petrol,DL,"4,803",Zero Down Payment,"2,45,699"
2016,Hyundai Eon,ERA PLUS,Manual,"16,660",2nd ,Petrol,HR,"5,040",Zero Down Payment,"2,57,799"
2016,Honda Amaze,1.2 SX MT I VTEC,Manual,"29,079",1st ,Petrol,DL,"11,510",Zero Down Payment,"5,88,749"
2011,Hyundai i10,ERA 1.1 IRDE,Manual,"41,444",1st ,Petrol,DL,"3,898",Zero Down Payment,"1,99,399"
2018,Maruti Swift,VXI,Manual,"11,586",1st ,Petrol,DL,"11,488",Zero Down Payment,"5,87,599"
2017,Maruti Celerio,ZXI OPT AMT,Automatic,"13,368",1st ,Petrol,DL,"9,355",Zero Down Payment,"4,78,499"
2011,Hyundai i10,MAGNA 1.2 KAPPA2,Manual,"32,206",1st ,Petrol,DL,"4,997",Zero Down Payment,"2,55,599"
2018,Maruti Wagon R 1.0,LXI,Manual,"18,451",1st ,Petrol,DL,"8,141",Zero Down Payment,"4,16,399"
2021,Renault Kwid,RXL,Manual,"25,223",2nd ,Petrol,TS,"8,416",Zero Down Payment,"4,30,499"
2016,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"11,662",2nd ,Petrol,AP,"8,790",Zero Down Payment,"4,49,599"
2021,Maruti Swift,VXI,Manual,"82,666",1st ,Petrol,TS,"13,001",Zero Down Payment,"6,64,999"
2013,Maruti Alto 800,LXI,Manual,"32,345",2nd ,Petrol,AP,"5,169",Zero Down Payment,"2,64,399"
2011,Hyundai i10,MAGNA 1.2 KAPPA2,Manual,"80,045",1st ,Petrol,AP,"5,734",Zero Down Payment,"2,93,299"
2020,Maruti Swift,VXI,Manual,"10,056",2nd ,Petrol,AP,"12,624",Zero Down Payment,"6,45,699"
2014,Maruti Alto 800,LXI,Manual,"33,431",1st ,Petrol,AP,"5,437",Zero Down Payment,"2,78,099"
2019,Volkswagen Polo,Trendline 1.0 L Petrol,Manual,"17,054",1st ,Petrol,TS,"11,740",Zero Down Payment,"6,00,499"
2019,Renault Kwid,RXL,Manual,"11,227",1st ,Petrol,TS,"7,734",Zero Down Payment,"3,95,599"
2012,Hyundai i10,SPORTZ 1.2 AT KAPPA2,Automatic,"72,233",3rd ,Petrol,AP,"7,447",Zero Down Payment,"3,80,899"
2012,Hyundai i10,SPORTZ 1.2 AT KAPPA2,Automatic,"72,561",1st ,Petrol,AP,"7,384",Zero Down Payment,"3,77,699"
2012,Maruti Alto 800,LXI,Manual,"37,784",2nd ,Petrol,AP,"4,983",Zero Down Payment,"2,54,899"
2012,Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,"57,122",1st ,Petrol,AP,"9,595",Zero Down Payment,"4,90,799"
